run_id,stage,condition_id,cond_name,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage7b_20260917_132611,stage7b,799c5cb67e81,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_pos_seed4242145_00001_.png,renders/I01_baseline_seed4242145_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,799c5cb67e81,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_pos_seed42_00001_.png,renders/I01_baseline_seed42_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,799c5cb67e81,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_pos_seed1337_00001_.png,renders/I01_baseline_seed1337_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,799c5cb67e81,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_pos_seed777_00001_.png,renders/I01_baseline_seed777_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,799c5cb67e81,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_pos_seed9999_00001_.png,renders/I01_baseline_seed9999_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,d8c069a824a8,preset_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_neg_seed4242145_00001_.png,renders/I01_baseline_seed4242145_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_NEG.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,d8c069a824a8,preset_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_neg_seed42_00001_.png,renders/I01_baseline_seed42_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_NEG.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,d8c069a824a8,preset_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_neg_seed1337_00001_.png,renders/I01_baseline_seed1337_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_NEG.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,d8c069a824a8,preset_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_neg_seed777_00001_.png,renders/I01_baseline_seed777_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_NEG.json,ba28b12532175220,2026-09-17 13:26:11
stage7b_20260917_132611,stage7b,d8c069a824a8,preset_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/I01_preset_neg_seed9999_00001_.png,renders/I01_baseline_seed9999_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_NEG.json,ba28b12532175220,2026-09-17 13:26:11
