run_id,stage,arm,condition_id,cond_name,strength,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage9_20260918_085644,stage9,style_variants,5966d354b02b,baseline,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_baseline_seed42_00001_.png,renders/S1_photo_baseline_seed42_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,5966d354b02b,baseline,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_baseline_seed777_00001_.png,renders/S1_photo_baseline_seed777_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,5966d354b02b,baseline,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_baseline_seed1337_00001_.png,renders/S1_photo_baseline_seed1337_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,5966d354b02b,baseline,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_baseline_seed9999_00001_.png,renders/S1_photo_baseline_seed9999_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,5966d354b02b,baseline,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_baseline_seed4242145_00001_.png,renders/S1_photo_baseline_seed4242145_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,e05fb0e670e7,preset_pos_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_1x_seed42_00001_.png,renders/S1_photo_baseline_seed42_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,e05fb0e670e7,preset_pos_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_1x_seed777_00001_.png,renders/S1_photo_baseline_seed777_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,e05fb0e670e7,preset_pos_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_1x_seed1337_00001_.png,renders/S1_photo_baseline_seed1337_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,e05fb0e670e7,preset_pos_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_1x_seed9999_00001_.png,renders/S1_photo_baseline_seed9999_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,e05fb0e670e7,preset_pos_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_1x_seed4242145_00001_.png,renders/S1_photo_baseline_seed4242145_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,664d799b7fd7,preset_pos_2x,2.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_2x_seed42_00001_.png,renders/S1_photo_baseline_seed42_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,664d799b7fd7,preset_pos_2x,2.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_2x_seed777_00001_.png,renders/S1_photo_baseline_seed777_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,664d799b7fd7,preset_pos_2x,2.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_2x_seed1337_00001_.png,renders/S1_photo_baseline_seed1337_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,664d799b7fd7,preset_pos_2x,2.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_2x_seed9999_00001_.png,renders/S1_photo_baseline_seed9999_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,664d799b7fd7,preset_pos_2x,2.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_preset_pos_2x_seed4242145_00001_.png,renders/S1_photo_baseline_seed4242145_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-18 08:56:44
stage9_20260918_085644,stage9,style_variants,10c78571e288,blockshuf_neg_1x,1.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders,renders/S1_photo_blockshuf_neg_1x_seed42_00001_.png,renders/S1_photo_baseline_seed42_00001_.png,S1_photo,3dd4956c29,S1_photo,"Style: realistic photography, stock photo, realism, photographic detail. Subject: a yellow and blue rally car cruising in a deep jungle, uneven street, daylight, lush plants, humidity, reflective ponds.",42,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-18 08:56:44
