run_idx,prompt_id,seed,condition,node_type,angle,d_target,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
130,S07_comic,42,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_Block_6_neg_00001_.png,S07_comic_s42_Block_6_neg_00001_.png,1024,1760,2.0,2.56681489944458,1.28340744972229,0.0052207253196022724,51.98342541436464,181,3.3808255195617676,3.789565086364746,0.55265,0.8658570764290592,11.030515465048014,39.88821792602539,2,25.0,10.873374826268517,2.1852180832996533,0.6996200132702696,0.30029536632983733,0.9868802231793321,2.530446151254619,0.8075272993607954,-2.23726494858289,2.943453018813984e-05
131,S07_comic,42,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_scramble_A_00001_.png,S07_comic_s42_scramble_A_00001_.png,1024,1760,4.0,2.35076642036438,0.587691605091095,0.036955677379261365,76.90877598152424,866,3.076822519302368,3.9436278343200684,0.68355,0.7898927405925711,8.93563937336419,63.625953674316406,3,15.0,7.294336752850645,2.8731627086962934,0.8779289313556786,0.35538257412827634,0.9653678658913261,2.3663790919632848,0.9661044034090909,-2.9850851689112874,3.063576101952839e-05
132,S07_comic,42,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_scramble_B_00001_.png,S07_comic_s42_scramble_B_00001_.png,1024,1760,2.799999952316284,2.137709617614746,0.7634677335784731,0.09858509410511364,42.58724832214765,4172,3.244765043258667,4.0849456787109375,0.53405,0.8776341515946923,11.396639724759948,53.930274963378906,3,20.0,6.68908526009036,7.335338696841101,0.7579698487016463,0.28500008616019024,0.9418953125421397,2.831391261455488,0.925125399502841,-2.841899195921423,3.8631300334991845e-05
133,S07_comic,1337,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_baseline_00001_.png,S07_comic_s1337_baseline_00001_.png,1024,1760,2.799999952316284,2.4749038219451904,0.8838942371759114,0.10272383256392045,46.91662442980233,3946,2.965904712677002,4.123745441436768,0.5608,0.8671489518074104,11.070095839634268,56.12010192871094,5,16.0,6.929200677818964,14.782071311744366,0.7279695651504401,0.29190669728335916,0.9190314970942606,2.849629807694406,0.872344970703125,-3.129585261668058,3.316312227538953e-05
134,S07_comic,1337,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_Block_1_pos_00001_.png,S07_comic_s1337_Block_1_pos_00001_.png,1024,1760,2.799999952316284,2.3530242443084717,0.8403658158500844,0.11278131658380681,31.041386682956627,6548,3.0894935131073,4.0862531661987305,0.5468500000000001,0.8831140158633135,11.571115628890015,60.42823028564453,4,20.0,6.62035245918167,14.60190012670145,0.7203409138702197,0.2794513705059491,0.9239197909723714,2.672246298552391,0.9525745738636364,-2.956856061606346,3.486672391453991e-05
135,S07_comic,1337,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_Block_1_neg_00001_.png,S07_comic_s1337_Block_1_neg_00001_.png,1024,1760,2.799999952316284,1.939380168914795,0.6926357864079439,0.092926025390625,51.5149184866195,3251,3.4023489952087402,4.081491470336914,0.50435,0.891437697004671,11.841260741048181,58.18172836303711,3,22.0,6.478574093650571,6.615474662547249,0.730753947590871,0.2809161108893119,0.9473632544471369,2.755522782733706,0.9558793501420455,-3.109581095917515,2.0158722554526576e-05
136,S07_comic,1337,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_Block_6_pos_00001_.png,S07_comic_s1337_Block_6_pos_00001_.png,1024,1760,2.0,1.0328924655914307,0.5164462327957153,0.004052734375,52.54676258992806,139,3.1563196182250977,3.93391489982605,0.71275,0.7231567423824039,7.42621441092058,20.8995418548584,1,1.0,2.9907542422439195,0.7986695448613932,0.9780578731613734,0.6800734084453464,0.7634057653936734,1.6597621003941863,0.9860784357244318,-2.2002319885750596,0.000349119038007632
137,S07_comic,1337,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_Block_6_neg_00001_.png,S07_comic_s1337_Block_6_neg_00001_.png,1024,1760,2.0,2.5896363258361816,1.2948181629180908,0.005509255149147727,51.44559585492228,193,3.4876792430877686,3.8979129791259766,0.5264,0.8762633939819682,11.3534084619892,37.93205642700195,2,25.0,11.306134877308102,1.9504758915574159,0.7276770657205507,0.3009801694783475,0.9883731491317066,2.543899077190124,0.808721923828125,-2.350226917709739,2.3031281332157257e-05
138,S07_comic,1337,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_scramble_A_00001_.png,S07_comic_s1337_scramble_A_00001_.png,1024,1760,4.0,2.7783493995666504,0.6945873498916626,0.03329023881392045,72.02521008403362,833,3.151582956314087,3.962942600250244,0.6656500000000001,0.8018225656889887,9.236141416936666,69.17318725585938,3,16.0,7.629479554305414,3.034026873736842,0.8759581873485411,0.34974624686917855,0.9664975923735333,2.4340160521785608,0.9612998268821022,-3.0224628790940318,3.0564739027113005e-05
139,S07_comic,1337,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s1337_scramble_B_00001_.png,S07_comic_s1337_scramble_B_00001_.png,1024,1760,2.799999952316284,1.9468226432800293,0.6952938130122222,0.09759909889914772,38.78654906284454,4535,3.3366265296936035,4.08985710144043,0.5096499999999999,0.8805544825444706,11.489291499725134,50.63142395019531,3,22.0,6.377536750188116,6.839572395731839,0.7569356232054049,0.28339875180625207,0.9496182208674039,2.8361050319237866,0.9280978116122159,-2.841677765518141,3.29186898062412e-05
140,S07_comic,4242145,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_baseline_00001_.png,S07_comic_s4242145_baseline_00001_.png,1024,1760,2.799999952316284,2.3240444660186768,0.8300158948560424,0.10719770951704545,49.908550762076985,3871,3.02949857711792,4.12235689163208,0.5648,0.8669998775897395,11.065521276523214,55.52190399169922,5,18.0,7.367302886504941,13.14477385004773,0.7197149679688458,0.2864320047039204,0.9265225344475428,2.8595779725697104,0.8694785378196023,-3.048273422651006,3.5043722978967434e-05
141,S07_comic,4242145,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_Block_1_pos_00001_.png,S07_comic_s4242145_Block_1_pos_00001_.png,1024,1760,2.799999952316284,2.1257431507110596,0.7591939953258037,0.10522349964488636,30.98153896422153,6121,3.064626693725586,4.088109016418457,0.5441,0.8822614767521277,11.543796816282729,60.91389465332031,4,20.0,6.866858360997407,12.901488756405161,0.7369070400924679,0.2797814044239531,0.9308443667809928,2.699187878947573,0.9457880193536932,-2.8512419271258467,4.308090808808647e-05
142,S07_comic,4242145,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_Block_1_neg_00001_.png,S07_comic_s4242145_Block_1_neg_00001_.png,1024,1760,2.799999952316284,2.1240127086639404,0.7585759802984506,0.10468250621448863,51.017577068685775,3698,3.419553279876709,4.11076545715332,0.5374,0.8808540140936348,11.498837064338968,55.08422088623047,4,23.0,6.234072933868518,7.529149941810504,0.7262942341457748,0.2847174791004075,0.9422344228181299,2.7726426870522443,0.9519719904119318,-3.1575759134323453,2.103001054669014e-05
143,S07_comic,4242145,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_Block_6_pos_00001_.png,S07_comic_s4242145_Block_6_pos_00001_.png,1024,1760,2.0,1.0225633382797241,0.5112816691398621,0.004074374112215909,52.45,140,3.197309970855713,3.850644111633301,0.7066,0.7147515132458004,7.255153071181297,19.965103149414062,0,1.0,2.301035688275352,0.7859443578054909,0.9844162395380617,0.7204072941408269,0.7549970354410795,1.4725501215186676,0.9876731178977273,-2.166762417751478,0.00038134124194223143
144,S07_comic,4242145,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_Block_6_neg_00001_.png,S07_comic_s4242145_Block_6_neg_00001_.png,1024,1760,2.0,2.2968013286590576,1.1484006643295288,0.005352783203125,49.47179487179487,195,3.498910427093506,3.9085211753845215,0.5344,0.8855735400466507,11.650291601234013,37.20116424560547,2,25.0,10.749631125255291,2.1912669119269776,0.6956139479134691,0.29177054358563137,0.9857209286835629,2.5109439814441146,0.8073092373934658,-2.210178402271094,3.352476263319877e-05
145,S07_comic,4242145,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_scramble_A_00001_.png,S07_comic_s4242145_scramble_A_00001_.png,1024,1760,4.0,2.4628217220306396,0.6157054305076599,0.03660999644886364,80.8578431372549,816,3.0203516483306885,3.9505367279052734,0.7021000000000001,0.7585479372270736,8.191863913470891,55.58946990966797,3,16.0,7.203415130275237,2.5873562280976814,0.8761407407694651,0.38462289167153096,0.9660651492699943,2.355929658570383,0.9672551935369318,-2.9813274897302757,3.614734332191458e-05
146,S07_comic,4242145,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s4242145_scramble_B_00001_.png,S07_comic_s4242145_scramble_B_00001_.png,1024,1760,2.799999952316284,2.146416187286377,0.766577222799867,0.098638916015625,37.599619289340104,4728,3.2816920280456543,4.082219123840332,0.53165,0.8693795672636274,11.138771872026888,49.57966995239258,2,21.0,6.159855183158237,7.433201616139895,0.7553728144244449,0.2861041402426642,0.9439549730233916,2.8372803483476936,0.92041015625,-2.834559146377424,3.8502763435130134e-05
147,S08_papercraft,42,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_baseline_00001_.png,S08_papercraft_s42_baseline_00001_.png,1024,1760,4.0,2.1778361797332764,0.5444590449333191,0.059968150745738635,78.54433139534883,1376,3.1493358612060547,4.058202266693115,0.51995,0.8789134781639114,11.43713591334315,49.92129898071289,6,20.0,6.660527875146834,3.9786907055628102,0.8188693226570477,0.2911369369163895,0.9752422191237097,2.8289326265111017,0.8549033425071022,-3.200305648287321,1.293755466878016e-05
148,S08_papercraft,42,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_Block_1_pos_00001_.png,S08_papercraft_s42_Block_1_pos_00001_.png,1024,1760,4.0,2.481208562850952,0.620302140712738,0.07884687943892045,35.667921686746986,3984,3.2436280250549316,4.03880500793457,0.5599,0.8765061793780285,11.361053514176453,56.2020263671875,5,22.0,6.894053282663716,7.029276351321958,0.7776152886002228,0.2856673900078932,0.9652096487303503,2.682393121762054,0.9501120827414773,-3.0398548276524138,1.9693638925762435e-05
149,S08_papercraft,42,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_Block_1_neg_00001_.png,S08_papercraft_s42_Block_1_neg_00001_.png,1024,1760,2.799999952316284,2.0053608417510986,0.716200312822211,0.04368175159801136,50.20727040816327,1568,3.572214126586914,4.117063045501709,0.48945,0.8915675630319495,11.845525133258697,45.459415435791016,3,23.0,6.839682758356491,2.728178805261632,0.7976963323344093,0.2881157875693891,0.9753587906999441,2.807846725229685,0.9471468838778407,-3.0191548817663727,1.2872381366419016e-05
150,S08_papercraft,42,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_Block_6_pos_00001_.png,S08_papercraft_s42_Block_6_pos_00001_.png,1024,1760,2.0,1.0333582162857056,0.5166791081428528,0.004150390625,52.30769230769231,143,3.610736131668091,4.066229820251465,0.6361,0.7722338529940852,8.508680449448205,27.05521011352539,1,1.0,4.375827318181266,0.8709817459278618,0.9420338664818694,0.5167526106996616,0.6901808396243463,2.306333012426866,0.9805869362571022,-2.2585683015126663,0.00027615150972757583
151,S08_papercraft,42,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_Block_6_neg_00001_.png,S08_papercraft_s42_Block_6_neg_00001_.png,1024,1760,2.0,1.841680884361267,0.9208404421806335,0.06879605379971591,40.28167641325536,3078,3.603095054626465,3.9879794120788574,0.5202,0.8702498825479031,11.165682476912894,26.243057250976562,2,26.5,4.457329188406694,3.0252284072260616,0.6402659945520823,0.2988945946263566,0.9760246061882011,2.4998727718977456,0.8121898304332387,-1.9950082748552889,6.846481183904232e-05
152,S08_papercraft,42,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_scramble_A_00001_.png,S08_papercraft_s42_scramble_A_00001_.png,1024,1760,4.0,2.5193397998809814,0.6298349499702454,0.02899502840909091,58.91319052987598,887,3.1853458881378174,3.964329481124878,0.6377499999999999,0.8051815433653948,9.322559975747856,61.71162414550781,2,17.0,8.166924982861849,2.2345898274506553,0.8782283547197907,0.33948765001352277,0.9705163632914197,2.559257988391656,0.9534046519886363,-2.783150099634802,4.243814692676209e-05
153,S08_papercraft,42,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s42_scramble_B_00001_.png,S08_papercraft_s42_scramble_B_00001_.png,1024,1760,4.0,2.2292544841766357,0.5573136210441589,0.06432106711647727,73.64803049555273,1574,3.244158983230591,4.07558012008667,0.50035,0.8791795870443756,11.445577465841083,45.983314514160156,4,21.0,6.424097843268384,3.627963791935534,0.8000430506884519,0.2894366256840586,0.9713462659648768,2.858430223134192,0.9119129527698864,-3.006346604378962,1.7787882565086552e-05
154,S08_papercraft,1337,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_baseline_00001_.png,S08_papercraft_s1337_baseline_00001_.png,1024,1760,4.0,2.135690450668335,0.5339226126670837,0.06370683149857954,83.92909356725146,1368,3.0436019897460938,4.085867881774902,0.537,0.8803988708624614,11.484335546332753,52.460174560546875,5,19.0,6.925552956657015,4.327063870002274,0.8125349995767728,0.29460399133994664,0.9731177152409832,2.8341622057866185,0.8512706409801136,-3.2056857608064213,1.3517734587635517e-05
155,S08_papercraft,1337,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_Block_1_pos_00001_.png,S08_papercraft_s1337_Block_1_pos_00001_.png,1024,1760,4.0,2.5587680339813232,0.6396920084953308,0.07946499911221591,39.431442731277535,3632,3.205483913421631,4.03939151763916,0.5639,0.8732133075584201,11.257801653848915,56.782081604003906,5,21.0,6.8417392958444925,7.393867656437709,0.7734149700675361,0.28559666232615777,0.9633049495251531,2.653995378662746,0.9569779829545454,-3.0746548854118823,1.8745820349164617e-05
156,S08_papercraft,1337,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_Block_1_neg_00001_.png,S08_papercraft_s1337_Block_1_neg_00001_.png,1024,1760,2.799999952316284,1.8485862016677856,0.6602093689817934,0.05709228515625,45.327753303964755,2270,3.5577330589294434,4.109001636505127,0.503,0.8941650670566682,11.931142288146102,46.74951934814453,4,24.0,6.396547765912472,2.8690633391277407,0.7701288728043306,0.28629435443833506,0.9725975076228761,2.7915285145158304,0.9534107555042614,-3.0200321435301896,1.3945964472861018e-05
157,S08_papercraft,1337,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_Block_6_pos_00001_.png,S08_papercraft_s1337_Block_6_pos_00001_.png,1024,1760,2.0,1.0296964645385742,0.5148482322692871,0.004052734375,52.54676258992806,139,3.5682315826416016,4.048947811126709,0.64025,0.7633406537170236,8.301445761141965,26.379182815551758,1,1.0,2.4828005230988657,0.8686713640484479,0.9427873093581816,0.5168019898837857,0.7076000971541028,2.257037809216243,0.9814225630326705,-2.2457763082620152,0.00028117335217436585
158,S08_papercraft,1337,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_Block_6_neg_00001_.png,S08_papercraft_s1337_Block_6_neg_00001_.png,1024,1760,2.0,1.837294101715088,0.918647050857544,0.025334583629261363,41.02336028751123,1113,3.679837703704834,4.055563449859619,0.49615,0.8834662386551825,11.582421140426781,23.597881317138672,2,26.0,5.369035598115082,2.006425970898831,0.7236775089368301,0.3180672152963624,0.9858757485159804,2.603331255257964,0.820391845703125,-2.373417971462028,2.3479119283216327e-05
159,S08_papercraft,1337,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_scramble_A_00001_.png,S08_papercraft_s1337_scramble_A_00001_.png,1024,1760,4.0,2.737088203430176,0.684272050857544,0.028776411576704547,57.24282560706402,906,3.072570323944092,3.9211909770965576,0.6295000000000001,0.8187469390263516,9.679870562076815,62.621524810791016,3,16.0,7.602932017803419,2.631096535534603,0.8787081760787312,0.3444049911824263,0.9658481196407116,2.500412837238005,0.9583185369318181,-2.8530791723200988,4.3727604401427435e-05
160,S08_papercraft,1337,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s1337_scramble_B_00001_.png,S08_papercraft_s1337_scramble_B_00001_.png,1024,1760,4.0,2.1672592163085938,0.5418148040771484,0.06799704811789772,71.33119906868451,1718,3.2002687454223633,4.063609600067139,0.5085500000000001,0.8760888049961124,11.347914021819502,45.38417434692383,4,22.0,6.785617142161795,3.808397280221015,0.7973244981838887,0.2857447878172766,0.9699687204803848,2.8383935820177046,0.9224770285866476,-3.0099713868696534,1.774251790434632e-05
161,S08_papercraft,4242145,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_baseline_00001_.png,S08_papercraft_s4242145_baseline_00001_.png,1024,1760,4.0,2.143594264984131,0.5358985662460327,0.0682950106534091,71.85288966725044,1713,3.01375150680542,4.071933746337891,0.52045,0.8804242213656508,11.48514276867225,48.94828796386719,4,20.0,7.067177790024608,5.075418750264067,0.8007972534499044,0.28681442718379563,0.9686944741512965,2.8377849911134487,0.856170654296875,-3.1906675065218537,1.5603786865298098e-05
162,S08_papercraft,4242145,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_Block_1_pos_00001_.png,S08_papercraft_s4242145_Block_1_pos_00001_.png,1024,1760,4.0,2.5107035636901855,0.6276758909225464,0.07804898348721591,44.289357682619645,3176,3.1609153747558594,4.0243306159973145,0.5479,0.8763590684939561,11.356420535549233,58.149845123291016,5,21.0,6.534885513905491,6.784087411730248,0.7776680269772538,0.2873529102462906,0.9672658870953805,2.6435483686823282,0.9556540749289774,-3.126384086662851,1.574775232471977e-05
163,S08_papercraft,4242145,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_Block_1_neg_00001_.png,S08_papercraft_s4242145_Block_1_neg_00001_.png,1024,1760,2.0,1.858379602432251,0.9291898012161255,0.033001708984375,52.40264317180617,1135,3.5771822929382324,4.0999650955200195,0.5081,0.8910196830408403,11.827544896914857,46.051002502441406,3,23.0,7.021286593872566,2.3145036191214174,0.8043657317013391,0.290469018705524,0.9736093827854281,2.772939152869307,0.9530445445667614,-2.993768995219117,1.359699916724126e-05
164,S08_papercraft,4242145,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_Block_6_pos_00001_.png,S08_papercraft_s4242145_Block_6_pos_00001_.png,1024,1760,2.0,1.0190759897232056,0.5095379948616028,0.004052734375,52.54676258992806,139,3.4136219024658203,4.000182151794434,0.8024,0.7002315116575257,6.968876299411791,22.54283905029297,0,1.0,2.964327231852111,0.8081699842470614,0.9735329915020858,0.6649141821410789,0.7700443929561853,1.8571345714710363,0.9859458229758522,-2.214963155594694,0.0003186112798915032
165,S08_papercraft,4242145,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_Block_6_neg_00001_.png,S08_papercraft_s4242145_Block_6_neg_00001_.png,1024,1760,2.0,1.7123699188232422,0.8561849594116211,0.08948197798295454,43.68039003250271,3692,3.6376819610595703,4.0227556228637695,0.51315,0.8721703000658193,11.2252930235443,29.979631423950195,2,27.0,4.291370902399186,3.1946687854239713,0.6339729296816635,0.2910805542733607,0.968326836280527,2.490868238384744,0.8139759410511364,-1.913236095686896,9.832916002950194e-05
166,S08_papercraft,4242145,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_scramble_A_00001_.png,S08_papercraft_s4242145_scramble_A_00001_.png,1024,1760,4.0,2.2693774700164795,0.5673443675041199,0.030275656960227274,73.73513513513514,740,3.143749237060547,3.9523394107818604,0.6541,0.7941203505401128,9.040994035232858,58.07735824584961,2,17.0,8.007715129854175,2.0782319899090718,0.8784545526128678,0.3441719953510525,0.9685456460918386,2.567568348849692,0.9525274103338068,-2.8162561625646036,3.852140241160538e-05
167,S08_papercraft,4242145,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S08_papercraft_s4242145_scramble_B_00001_.png,S08_papercraft_s4242145_scramble_B_00001_.png,1024,1760,4.0,2.216132640838623,0.5540331602096558,0.06575705788352272,73.88403990024938,1604,3.2243642807006836,4.065638542175293,0.5303,0.8767742893617257,11.369501992077677,46.84617233276367,3,22.0,6.723760820462529,3.7296504067575107,0.7978055918804337,0.287523840029839,0.9709279103471411,2.8434175660067997,0.9200600363991477,-3.0184901186164965,1.7524240209584872e-05
168,S09_fresco,42,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_baseline_00001_.png,S09_fresco_s42_baseline_00001_.png,1024,1760,2.0,1.6904737949371338,0.8452368974685669,0.06995960582386364,48.8130081300813,2583,3.562809944152832,4.114694595336914,0.53,0.8738495331808949,11.277677851315115,40.1401252746582,4,22.0,7.13768636088166,2.833542273618987,0.7671434288690508,0.2865096402665206,0.9775393882964271,2.9096159665919887,0.8515752618963068,-3.052020286753359,1.0784896870418734e-05
169,S09_fresco,42,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_Block_1_pos_00001_.png,S09_fresco_s42_Block_1_pos_00001_.png,1024,1760,2.799999952316284,2.1918978691101074,0.7828206808706808,0.09731056906960227,23.408569140416443,7492,3.5091729164123535,4.096348285675049,0.5562499999999999,0.866133276591304,11.038965752631087,51.1424674987793,3,23.0,6.319662152275724,6.393320990285986,0.7423957049632665,0.28270930380503,0.9591804436321283,2.8091116897714605,0.9458423961292612,-2.933912311294375,2.250531232310551e-05
170,S09_fresco,42,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_Block_1_neg_00001_.png,S09_fresco_s42_Block_1_neg_00001_.png,1024,1760,2.0,1.4768391847610474,0.7384195923805237,0.07822376598011363,45.02650910252316,3131,3.6710097789764404,4.126794338226318,0.52515,0.8687886710490991,11.120538026837817,39.57908630371094,2,25.0,5.051950811641901,2.644825481866887,0.7472905007825603,0.27972527472522024,0.971319299721351,2.8746989660408677,0.9419300426136363,-2.9405449383924527,1.3296928515652441e-05
171,S09_fresco,42,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_Block_6_pos_00001_.png,S09_fresco_s42_Block_6_pos_00001_.png,1024,1760,2.0,1.037278175354004,0.518639087677002,0.004086026278409091,51.859154929577464,142,3.708470582962036,4.098487854003906,0.5514,0.827449730377319,9.916279402026557,33.00003433227539,1,1.0,3.2320202821445583,1.0099666868420234,0.8804702938010223,0.5356583150990357,0.5936760802021529,2.4535142882931713,0.9833446155894887,-2.455019382354787,0.00014936540066028562
172,S09_fresco,42,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_Block_6_neg_00001_.png,S09_fresco_s42_Block_6_neg_00001_.png,1024,1760,2.0,2.115907907485962,1.057953953742981,0.03409257368607955,38.667715544367525,1589,3.6394853591918945,4.01851749420166,0.5358999999999999,0.8325834901874422,10.058435093013173,23.97608184814453,2,26.0,4.99413519740994,2.335592851519707,0.6962539313939997,0.32240525659846625,0.9845516768955677,2.553796741105895,0.8160666725852272,-2.2308649507174625,3.4104637624637196e-05
173,S09_fresco,42,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S09_fresco_s42_scramble_A_00001_.png,S09_fresco_s42_scramble_A_00001_.png,1024,1760,2.0,1.9339655637741089,0.9669827818870544,0.03993807705965909,40.39169472502806,1782,3.413862466812134,4.03561544418335,0.62035,0.8251536479349798,9.853351965685514,59.01133346557617,2,21.0,7.453745489318406,2.2131707936095815,0.8548448509071412,0.37316190737601074,0.9527638809638639,2.7077498571312235,0.9354447798295454,-2.6973903331420055,5.5502865794740356e-05
