run_id,stage,condition_id,cond_name,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage7a_20260917_121226,stage7a,baseline_4242145,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I01_baseline_seed4242145_00001_.png,renders/I01_baseline_seed4242145_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_42,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I01_baseline_seed42_00001_.png,renders/I01_baseline_seed42_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_1337,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I01_baseline_seed1337_00001_.png,renders/I01_baseline_seed1337_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_777,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I01_baseline_seed777_00001_.png,renders/I01_baseline_seed777_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_9999,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I01_baseline_seed9999_00001_.png,renders/I01_baseline_seed9999_00001_.png,I01,2adb8ea1cd,a_viking_woman_with_blonde_long_braided_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A viking woman with blonde long braided hair. armor made of ice, She wears an iron crown and large metallic shoulder pads. She's holding a mace with both hands, casual pose, snob, playful. snow covered plains, simple background. blue reflections on the metal.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_4242145,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I02_baseline_seed4242145_00001_.png,renders/I02_baseline_seed4242145_00001_.png,I02,0aa12a28b0,an_elf_man_with_long_white_straight_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. An elf man with long white straight hair. armor made of obsidian, He wears a silver circlet and thin curved shoulder guards. He's holding a rapier upright in one hand, defensive pose, calm, focused. misty autumn forest, simple background. green reflection on the glass.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_42,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I02_baseline_seed42_00001_.png,renders/I02_baseline_seed42_00001_.png,I02,0aa12a28b0,an_elf_man_with_long_white_straight_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. An elf man with long white straight hair. armor made of obsidian, He wears a silver circlet and thin curved shoulder guards. He's holding a rapier upright in one hand, defensive pose, calm, focused. misty autumn forest, simple background. green reflection on the glass.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_1337,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I02_baseline_seed1337_00001_.png,renders/I02_baseline_seed1337_00001_.png,I02,0aa12a28b0,an_elf_man_with_long_white_straight_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. An elf man with long white straight hair. armor made of obsidian, He wears a silver circlet and thin curved shoulder guards. He's holding a rapier upright in one hand, defensive pose, calm, focused. misty autumn forest, simple background. green reflection on the glass.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_777,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I02_baseline_seed777_00001_.png,renders/I02_baseline_seed777_00001_.png,I02,0aa12a28b0,an_elf_man_with_long_white_straight_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. An elf man with long white straight hair. armor made of obsidian, He wears a silver circlet and thin curved shoulder guards. He's holding a rapier upright in one hand, defensive pose, calm, focused. misty autumn forest, simple background. green reflection on the glass.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
stage7a_20260917_121226,stage7a,baseline_9999,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7a\renders,renders/I02_baseline_seed9999_00001_.png,renders/I02_baseline_seed9999_00001_.png,I02,0aa12a28b0,an_elf_man_with_long_white_straight_hair,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. An elf man with long white straight hair. armor made of obsidian, He wears a silver circlet and thin curved shoulder guards. He's holding a rapier upright in one hand, defensive pose, calm, focused. misty autumn forest, simple background. green reflection on the glass.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 12:12:26
