run_id,stage,condition_id,cond_name,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage6_20260915_122957,stage6,f0b8e98d4438,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed4242145_00001_.png,renders/H01_baseline_seed4242145_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,ba6ff7ab76bc,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed42_00001_.png,renders/H01_baseline_seed42_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,2f726ec50780,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed1337_00001_.png,renders/H01_baseline_seed1337_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,30077e661de6,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed777_00001_.png,renders/H01_baseline_seed777_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,713b4662a79a,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed9999_00001_.png,renders/H01_baseline_seed9999_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,4beecb65dd78,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed101_00001_.png,renders/H01_baseline_seed101_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",101,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,a3d47b645b35,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed102_00001_.png,renders/H01_baseline_seed102_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",102,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,31c0f8895d11,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_baseline_seed103_00001_.png,renders/H01_baseline_seed103_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",103,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,8970eb149a03,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_preset_pos_seed4242145_00001_.png,renders/H01_baseline_seed4242145_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ff680ad0a33ee142,2026-09-15 12:29:57
stage6_20260915_122957,stage6,8970eb149a03,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage6\renders,renders/H01_preset_pos_seed42_00001_.png,renders/H01_baseline_seed42_00001_.png,H01,33c593ba54,orc_magenta,"Western comics style, bold ink outlines, hatched shadows, hard magenta-tinted rim light glowing along the edges of his face, defiant curling snarl, seen from an extreme low angle looking sharply up past his jaw, extreme close-up on the head only, tight framing, steep dutch angle. young male orc, mottled grey-green skin, a single sharp upper tusk pushing through his lip, a shaved scalp crossed by four pale scars, small deep-set amber eyes narrowed hard, a flattened broken nose, a heavy brow ridge casting the eyes into shadow. white background, simple background, magenta overall hue, monochromatic magenta.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ff680ad0a33ee142,2026-09-15 12:29:57
