run_id,stage,condition_id,cond_name,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage7_20260915_123328,stage7,491e6d9ab731,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed4242145_00001_.png,renders/S7_01_baseline_seed4242145_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,78c291be1c7d,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed42_00001_.png,renders/S7_01_baseline_seed42_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,99f9476f1f06,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed1337_00001_.png,renders/S7_01_baseline_seed1337_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,ba329c1ac6af,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed777_00001_.png,renders/S7_01_baseline_seed777_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,938d6aa32385,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed9999_00001_.png,renders/S7_01_baseline_seed9999_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,23c1957a9606,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed101_00001_.png,renders/S7_01_baseline_seed101_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",101,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,7e4a60e64bac,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed102_00001_.png,renders/S7_01_baseline_seed102_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",102,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,f326a11cdb10,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_baseline_seed103_00001_.png,renders/S7_01_baseline_seed103_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",103,euler_ancestral,9,1.0,1024,1280,baseline,,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,af7af69693a4,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_preset_pos_seed4242145_00001_.png,renders/S7_01_baseline_seed4242145_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ff680ad0a33ee142,2026-09-15 12:33:28
stage7_20260915_123328,stage7,af7af69693a4,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage7\renders,renders/S7_01_preset_pos_seed42_00001_.png,renders/S7_01_baseline_seed42_00001_.png,S7_01,d235bf5f02,sea_woman,"Western comics style, bold ink outlines, hatched shadows, hard rim light glowing along the edges of her face, seductive simmering menace, seen from an extreme tilted low angle with her chin raised, extreme close-up on the head only, tight framing, sharp dutch angle. ageless female sea-touched woman, long dark hair fanning as if suspended in water, thin webbed fin-like ridges tracing along her temple, faintly scaled skin, sharply arched eyebrows, a narrow straight nose, wide eyes with slitted pupils half-lidded in cold allure, full lips curled in a knowing smirk, small barnacle-like clusters studding one earlobe, faint sheen along her jawline. white background, simple background, colored.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ff680ad0a33ee142,2026-09-15 12:33:28
