run_idx,prompt_id,seed,condition,node_type,angle,d_target,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
0,S01_oil,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_baseline_00001_.png,S01_oil_s42_baseline_00001_.png,,,,1024,1760,78.6206,12.5479,86.75,0.1506,#ccc0ab,14.4065,3.7711,8.51,0.1184,#121829,0.8725,65.7473,5.1418,5,0.1979,65.3103,9.557,4.5416,40.23,0.0793,#10182a,25.4467,44.9529,35.05,0.0273,#292121,41.6356,69.8519,38.86,0.0192,#962419,58.842,46.2181,72.27,0.0483,#6350cc,62.0429,12.5032,247.79,0.1186,#b8823f,75.3043,25.686,78.2,0.0261,#d4b68c
1,S01_oil,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_1_pos_00001_.png,S01_oil_s42_Block_1_pos_00001_.png,,,,1024,1760,83.8053,8.2265,105.3,0.1379,#cccfc5,15.6275,5.3862,318.62,0.1181,#12192a,0.8794,67.3667,6.4672,5,0.2942,74.0308,8.5179,3.6038,0.7,0.0731,#111829,27.5656,46.5255,32.04,0.0287,#791d1b,44.0875,77.6346,37.33,0.0225,#5f56d2,60.1247,47.015,76.14,0.064,#cb261d,75.0619,26.5585,82.76,0.0499,#b88943,75.8846,12.0091,238.42,0.2211,#dcc8a4
2,S01_oil,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_1_neg_00001_.png,S01_oil_s42_Block_1_neg_00001_.png,,,,1024,1760,72.2199,20.5241,90.1,0.12,#c0b08b,9.9276,3.6364,64.81,0.0652,#101728,0.8868,73.0206,13.0924,5,0.1981,56.7192,6.9464,2.8931,57.55,0.0524,#0f172a,17.6565,39.3809,34.42,0.0273,#58100c,33.239,15.1632,79.34,0.1224,#ae3926,40.6373,8.1381,197.18,0.0757,#6e4ed2,41.0955,59.6123,38.74,0.0212,#5b6f6c,79.9671,25.324,85.92,0.0156,#d8c49d
3,S01_oil,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_6_pos_00001_.png,S01_oil_s42_Block_6_pos_00001_.png,,,,1024,1760,17.559,27.3899,69.21,0.0333,#3d2200,2.0505,8.1258,22.91,0.2008,#1a0200,0.8938,23.8267,5.3584,2,0.2494,27.7357,1.7292,7.0341,22.01,0.117,#170100,4.4725,15.388,26.84,0.1324,#330d00,8.8159,15.5151,59.07,0.0276,#4d3700,9.25,19.2884,47.0,0.0546,#6054d1,10.4178,23.83,42.02,0.0323,#119970,25.5559,34.7697,84.83,0.0006,#b3b4b8
4,S01_oil,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_6_neg_00001_.png,S01_oil_s42_Block_6_neg_00001_.png,,,,1024,1760,71.7318,12.1369,352.44,0.1249,#c5a8b2,55.1251,17.1174,333.8,0.1316,#0f172a,0.4857,17.5537,2.6369,2,0.1479,13.1407,50.6268,18.7933,350.09,0.0454,#0f172a,53.8786,17.2007,328.39,0.095,#6350cd,57.3083,23.6762,326.26,0.0529,#c100ff,58.3421,29.2043,350.88,0.0368,#12936d,59.7548,16.0636,23.39,0.028,#b17790,68.1805,17.2328,305.42,0.0495,#aa9fbb
5,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_scramble_A_00001_.png,S01_oil_s42_scramble_A_00001_.png,,,,1024,1760,57.2205,49.1945,66.5,0.0304,#6b5f5b,5.2785,4.6913,330.77,0.2781,#1c100f,0.9953,56.3467,7.4162,4,0.3488,69.8916,4.7656,4.1051,20.43,0.2242,#180e0f,20.1785,17.0563,254.07,0.1246,#641f16,22.414,36.4074,41.12,0.0441,#385849,41.3979,73.9968,37.63,0.0268,#654fc9,43.7479,17.5435,104.55,0.0363,#bf281e,61.1123,58.9763,68.65,0.016,#c47e30
6,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_scramble_B_00001_.png,S01_oil_s42_scramble_B_00001_.png,,,,1024,1760,73.0776,15.8401,82.33,0.1054,#b9ac97,9.9272,4.6468,37.32,0.1186,#111727,0.9004,70.7793,8.0083,5,0.227,59.6741,6.4191,2.5769,17.71,0.0829,#1c1513,19.3625,38.9273,35.03,0.0258,#5a1510,37.026,62.251,38.24,0.0211,#a12819,48.2171,45.77,67.33,0.0463,#6354d1,50.5037,10.4402,243.14,0.1441,#986128,77.1983,24.174,75.25,0.0107,#d8b994
7,S01_oil,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_baseline_00001_.png,S01_oil_s1337_baseline_00001_.png,,,,1024,1760,78.8946,10.531,91.15,0.159,#c9c0ae,14.4208,2.8521,350.95,0.1095,#111728,0.8554,64.445,4.2817,5,0.2093,61.8895,6.8836,2.4462,26.78,0.0589,#0f172a,23.8048,39.9257,31.89,0.0348,#6c1e1c,38.8516,64.3357,36.56,0.0222,#ad291f,43.7835,33.0841,68.18,0.0634,#6350cd,59.2697,57.506,71.57,0.0346,#c2812a,71.3286,6.0414,225.5,0.1459,#c1a281
8,S01_oil,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_pos_00001_.png,S01_oil_s1337_Block_1_pos_00001_.png,,,,1024,1760,83.3817,6.0883,114.14,0.203,#cccfc6,12.4566,4.8529,346.33,0.0866,#12182a,0.8143,69.3097,5.4251,5,0.1347,67.7059,8.5208,2.9532,0.82,0.0708,#101728,24.1492,39.8514,27.19,0.0276,#6c1a1f,28.5562,16.7068,278.06,0.0594,#bc2b20,41.9206,70.6591,37.2,0.0319,#6055d0,56.6439,46.6538,80.39,0.0639,#a98139,77.8305,21.6886,87.37,0.0592,#a0bbce
9,S01_oil,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_neg_00001_.png,S01_oil_s1337_Block_1_neg_00001_.png,,,,1024,1760,70.6134,23.2108,87.04,0.1133,#bca67c,15.3964,6.0921,90.68,0.1183,#101728,0.8933,59.035,11.2242,4,0.236,57.0091,8.1069,2.9893,93.07,0.0602,#0f172a,19.1638,35.614,33.02,0.0353,#591815,33.3427,18.3123,78.18,0.1312,#9b2717,35.1485,59.9985,39.22,0.0286,#6f4ed2,66.7752,36.1571,79.65,0.0225,#947240,67.1419,11.1435,121.57,0.1048,#a5a48d
10,S01_oil,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_pos_00001_.png,S01_oil_s1337_Block_6_pos_00001_.png,,,,1024,1760,10.6041,16.696,72.25,0.0385,#271500,1.0662,4.6894,20.38,0.1912,#120000,0.8072,17.981,3.1026,3,0.2545,22.6006,0.9596,4.3803,19.59,0.1721,#0e0000,3.1348,6.5222,45.37,0.0222,#342900,3.3125,9.0727,34.11,0.0824,#6350cd,4.5301,14.5282,28.75,0.0231,#0078ff,12.901,20.7685,129.45,0.0003,#11a074,18.9406,26.9809,91.83,0.0037,#b2b4b7
11,S01_oil,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_neg_00001_.png,S01_oil_s1337_Block_6_neg_00001_.png,,,,1024,1760,71.9856,15.6257,322.14,0.1234,#bfa9c2,58.0151,21.0457,319.44,0.1267,#0f172a,0.2753,7.8465,1.0963,1,0.172,9.8601,54.9322,21.1839,322.99,0.0554,#0f172a,58.5488,23.8165,316.19,0.0883,#6350cd,59.1456,14.6186,332.94,0.0416,#c100ff,59.9679,19.8292,335.07,0.0486,#12966e,61.7345,18.6504,348.69,0.0389,#af879b,62.7787,24.4786,312.92,0.0837,#bbbcbf
12,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_A_00001_.png,S01_oil_s1337_scramble_A_00001_.png,,,,1024,1760,59.6009,49.078,60.25,0.0566,#c97e45,6.3144,4.3334,321.98,0.3367,#111729,0.9898,56.5368,5.56,5,0.3038,79.5593,5.135,2.8322,20.44,0.2188,#161011,19.2034,40.1138,305.71,0.0226,#4e3b9f,23.6403,38.039,45.21,0.085,#506e47,42.5671,26.9843,133.76,0.0202,#dc2526,47.9051,82.3916,35.13,0.0299,#d18035,61.6718,58.284,64.44,0.0268,#bb877a
13,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_B_00001_.png,S01_oil_s1337_scramble_B_00001_.png,,,,1024,1760,73.761,13.5265,83.96,0.1096,#baaf9c,10.6091,2.2332,15.27,0.1044,#111727,0.8896,55.0831,3.5425,6,0.1942,64.3162,9.0688,1.7704,356.21,0.0978,#0f172a,22.0004,40.7557,34.17,0.0255,#601813,33.5642,31.4402,67.2,0.0964,#b02e21,40.3621,66.0866,37.42,0.0128,#6155d2,47.8163,43.1514,67.8,0.0488,#95622c,64.1519,19.7812,68.52,0.0195,#cfb291
14,S01_oil,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_baseline_00001_.png,S01_oil_s4242145_baseline_00001_.png,,,,1024,1760,78.3118,11.3188,85.15,0.1626,#cabfad,13.6839,5.1442,37.67,0.1098,#111728,0.8511,67.6874,6.0229,5,0.1467,58.5061,9.4457,3.9891,39.14,0.0804,#10172a,27.0426,41.1604,30.79,0.0264,#251b17,37.6416,62.4952,36.95,0.0232,#8f251e,53.1328,9.6429,235.23,0.0663,#6350cd,56.5389,40.3789,72.03,0.0561,#a67841,77.1331,25.6478,79.69,0.0168,#d9bb92
15,S01_oil,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_pos_00001_.png,S01_oil_s4242145_Block_1_pos_00001_.png,,,,1024,1760,82.2872,5.359,117.57,0.1663,#c4cbc6,14.7606,4.3821,300.09,0.1199,#12192a,0.8439,72.2608,4.8248,6,0.174,72.0991,9.2436,3.5585,309.75,0.0861,#101729,28.0006,45.153,32.61,0.0246,#7f2522,42.9208,75.6575,37.37,0.0199,#c5251b,58.6008,20.5278,239.14,0.0879,#6154d1,63.8024,43.5478,77.45,0.0671,#bc914f,81.5044,21.6414,88.06,0.0314,#d8c7a6
16,S01_oil,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_neg_00001_.png,S01_oil_s4242145_Block_1_neg_00001_.png,,,,1024,1760,71.9012,19.2925,87.66,0.1084,#bfad8b,12.6498,3.6206,74.74,0.0749,#101728,0.8989,72.5265,8.6396,6,0.13,49.9807,9.1865,2.4391,73.56,0.0555,#0f172a,17.9722,36.0283,33.48,0.0269,#561410,34.9237,52.4198,39.63,0.021,#93321f,41.4686,9.1984,200.92,0.0745,#6f4ed1,51.3917,31.7042,76.64,0.0433,#5a706e,81.713,20.6793,88.88,0.0186,#d7c9a8
17,S01_oil,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_6_pos_00001_.png,S01_oil_s4242145_Block_6_pos_00001_.png,,,,1024,1760,20.5253,29.3824,81.99,0.0556,#3d2a00,5.5266,9.7825,57.91,0.1397,#201000,0.7268,22.7682,4.78,2,0.1575,28.6345,4.2288,7.1324,59.63,0.0526,#1b0d00,7.297,11.5049,72.67,0.0765,#311800,8.0367,16.0993,49.18,0.0694,#4b3f01,12.0245,18.0784,81.65,0.0811,#6053d0,13.1876,22.6744,60.66,0.0502,#119c71,26.9971,35.7668,99.12,0.0011,#b0b1b5
18,S01_oil,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_6_neg_00001_.png,S01_oil_s4242145_Block_6_neg_00001_.png,,,,1024,1760,65.497,19.1313,330.53,0.1036,#b499b7,47.9464,23.6515,323.13,0.0979,#0f172a,0.4438,19.4976,2.8233,3,0.1708,10.8425,43.8343,22.5061,327.72,0.0439,#0f172a,51.1387,26.0557,331.86,0.0543,#6350cd,51.4694,19.7536,348.32,0.0358,#c101ff,54.265,26.516,319.61,0.1124,#9e768a,56.2002,30.5961,326.93,0.0379,#12986f,63.3319,28.4182,309.34,0.0585,#9e84b5
19,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_scramble_A_00001_.png,S01_oil_s4242145_scramble_A_00001_.png,,,,1024,1760,41.6576,2.4771,51.71,0.0598,#7a635f,4.7696,2.4284,355.15,0.3268,#180f0e,0.9809,55.8198,7.6585,4,0.332,66.9496,3.9483,2.9004,10.56,0.2695,#110d0e,21.3059,15.9124,127.26,0.0316,#402e57,22.929,32.9879,299.8,0.0306,#843e2c,26.1913,35.721,41.5,0.0625,#b11f17,38.6112,69.85,37.47,0.0303,#5e4dc6,59.7681,53.0906,69.01,0.0261,#c78538
20,S01_oil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_scramble_B_00001_.png,S01_oil_s4242145_scramble_B_00001_.png,,,,1024,1760,73.802,14.9252,82.03,0.1056,#b9ad99,10.4568,3.1777,32.53,0.1226,#111727,0.8932,54.7868,5.2782,5,0.2462,61.6256,7.4877,2.5531,26.27,0.0998,#0f172a,20.9659,39.9532,33.94,0.026,#601814,38.3482,64.1788,38.42,0.0152,#a82b1b,47.3147,43.2687,68.3,0.0411,#6354d2,60.43,20.8044,66.11,0.0257,#92612d,62.2745,3.4422,176.5,0.1464,#d4b794
21,S02_linocut,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_baseline_00001_.png,S02_linocut_s42_baseline_00001_.png,,,,1024,1760,83.5581,8.9426,94.06,0.1694,#d6d0bf,6.8262,2.3815,47.24,0.2702,#0f172a,0.8394,68.9896,5.3332,6,0.4152,66.2668,6.2877,1.9843,45.05,0.296,#181412,29.4668,33.0743,43.89,0.0327,#6b3322,41.5419,68.2511,36.65,0.03,#b82d22,49.7384,34.189,78.62,0.0453,#6350cd,65.487,57.6085,73.78,0.0347,#d29238,75.2773,7.8437,211.11,0.1191,#a7bec2
22,S02_linocut,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_Block_1_pos_00001_.png,S02_linocut_s42_Block_1_pos_00001_.png,,,,1024,1760,89.9153,4.834,94.62,0.2981,#e5e2da,5.4668,5.4142,308.5,0.1485,#121626,0.7142,80.8758,10.448,6,0.4352,76.4647,4.0456,5.2743,306.42,0.1866,#110b10,38.8242,48.6195,40.73,0.0412,#8a3f29,44.1148,81.739,39.51,0.0355,#c72712,51.9388,47.7336,96.03,0.0499,#6555cf,66.0531,60.2641,72.47,0.0522,#857824,84.9214,14.0539,237.21,0.2485,#b4d7e8
23,S02_linocut,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_Block_1_neg_00001_.png,S02_linocut_s42_Block_1_neg_00001_.png,,,,1024,1760,79.0562,21.5227,91.85,0.1241,#c2ba99,9.6736,6.593,71.7,0.2397,#10182a,0.8978,67.4451,6.5777,5,0.3092,61.9637,7.6045,4.5521,75.01,0.2033,#1b160e,19.098,36.3311,35.73,0.056,#581711,42.7112,66.5158,39.46,0.0255,#b73621,60.0028,12.7256,176.99,0.1058,#704ed2,64.0469,56.4977,72.72,0.0232,#c78d3f,75.0496,35.3225,85.64,0.0341,#e1ca97
24,S02_linocut,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_Block_6_pos_00001_.png,S02_linocut_s42_Block_6_pos_00001_.png,,,,1024,1760,10.8318,20.349,53.75,0.0365,#2f1400,2.6295,9.3313,25.6,0.1044,#1d0400,0.2855,9.4715,2.1757,2,0.2672,10.1203,1.8318,7.6325,21.44,0.0631,#180200,3.7875,14.4879,24.1,0.0617,#353175,3.7886,11.7072,30.04,0.204,#0078ff,4.293,17.0771,23.09,0.0091,#d548b6,5.2528,6.9568,54.48,0.0065,#11a174,11.3034,15.1194,97.43,0.0011,#b9babd
25,S02_linocut,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_Block_6_neg_00001_.png,S02_linocut_s42_Block_6_neg_00001_.png,,,,1024,1760,84.7197,9.8996,12.45,0.1478,#e7c6c4,62.2863,13.4462,14.45,0.1631,#0f172a,0.6134,16.3878,1.3275,2,0.1457,25.3586,59.2599,14.391,20.37,0.0861,#0f172a,62.8636,32.0471,6.11,0.0297,#6350cc,65.4578,22.9626,27.56,0.0518,#c305fe,67.2184,25.1171,1.65,0.0596,#12956d,72.8788,21.8232,352.61,0.0454,#cf8898,75.6477,6.6885,308.24,0.0245,#c6c0cc
26,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_scramble_A_00001_.png,S02_linocut_s42_scramble_A_00001_.png,,,,1024,1760,66.5675,60.5184,63.16,0.0479,#e38d42,1.796,1.7361,318.18,0.4898,#0c0506,0.9769,72.9015,7.8608,5,0.5236,91.2158,1.5007,1.5224,309.98,0.4782,#080405,26.5505,30.6945,283.23,0.0212,#721812,47.5434,26.6336,151.08,0.0454,#5154b7,51.3412,92.7382,39.68,0.0214,#e42815,66.2897,60.0876,66.37,0.0232,#e18b3a,74.4021,11.6737,11.24,0.0137,#ceb2b3
27,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_scramble_B_00001_.png,S02_linocut_s42_scramble_B_00001_.png,,,,1024,1760,75.5543,11.9836,98.84,0.1601,#beb9a3,6.9792,2.2078,46.03,0.2018,#181412,0.8705,79.8241,5.723,6,0.2277,71.1889,4.7971,1.7615,30.33,0.184,#140f0e,17.6428,37.4469,32.9,0.0276,#58140f,40.0731,72.9504,38.38,0.0198,#ba2316,46.8179,48.1913,66.01,0.0437,#6354d2,63.4862,63.7186,71.49,0.0309,#ba7624,84.6212,18.0913,78.58,0.0151,#e6d0b2
28,S02_linocut,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_baseline_00001_.png,S02_linocut_s1337_baseline_00001_.png,,,,1024,1760,83.7939,8.2198,97.19,0.1697,#d4cfc0,8.0277,2.5533,42.47,0.2989,#0f172a,0.8487,68.2566,7.6685,5,0.4165,68.3045,6.7771,1.7632,36.63,0.3105,#181413,28.8491,44.3657,32.38,0.0373,#7c2521,42.9144,70.0678,36.38,0.036,#6550cd,64.9617,51.2598,76.39,0.0315,#c02d23,71.4137,21.6467,80.12,0.0613,#c99342,75.0337,8.3461,214.73,0.106,#c3ab88
29,S02_linocut,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_Block_1_pos_00001_.png,S02_linocut_s1337_Block_1_pos_00001_.png,,,,1024,1760,89.8695,3.0206,94.47,0.2393,#e4e1dc,7.6253,6.46,305.13,0.1685,#131727,0.751,79.5919,12.5519,5,0.4066,72.061,4.2897,4.9387,307.17,0.173,#110d11,34.5255,48.8864,31.69,0.0339,#b7231f,40.6988,37.5065,284.5,0.0765,#4a5faa,41.9776,76.9997,36.85,0.0399,#d6ab44,73.4845,57.9559,84.05,0.0568,#d6bb97,83.8816,14.4881,237.85,0.2337,#b4d7e9
30,S02_linocut,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_Block_1_neg_00001_.png,S02_linocut_s1337_Block_1_neg_00001_.png,,,,1024,1760,74.3821,17.5924,96.37,0.2138,#c1b897,9.1553,5.4168,78.61,0.218,#0f172a,0.84,71.3486,5.6659,6,0.2909,62.2219,7.6534,4.392,80.5,0.2125,#1b1710,18.8023,34.1421,32.67,0.0439,#0f172a,42.4168,66.6138,38.91,0.0331,#571915,48.8125,13.1659,187.58,0.0784,#b83421,63.7002,51.0854,75.08,0.029,#6e4ed2,79.002,28.4296,83.98,0.0422,#ddc08f
31,S02_linocut,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_Block_6_pos_00001_.png,S02_linocut_s1337_Block_6_pos_00001_.png,,,,1024,1760,7.9912,14.2798,283.09,0.2682,#0f172a,1.6015,7.1364,20.51,0.3107,#160000,0.7329,70.1523,2.3292,6,0.2475,71.9202,1.3884,6.2295,19.94,0.2376,#140000,11.5605,21.5245,54.16,0.0099,#341700,28.3745,37.3307,86.69,0.0031,#544001,43.3259,74.3147,301.93,0.0065,#6153d1,56.0858,45.5441,163.57,0.0003,#13996f,71.5407,2.3945,274.3,0.0005,#adafb4
32,S02_linocut,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_Block_6_neg_00001_.png,S02_linocut_s1337_Block_6_neg_00001_.png,,,,1024,1760,80.7344,15.4738,332.43,0.2423,#ddbed4,61.4186,16.7785,359.14,0.1159,#0f172a,0.5359,15.7767,2.6057,3,0.2061,35.5407,59.0467,17.0541,3.02,0.0931,#0f172a,65.6799,12.8771,316.58,0.1046,#6250cd,65.8621,48.4177,348.75,0.049,#c100ff,66.6434,38.2524,351.43,0.0397,#e680b1,69.0557,25.7463,344.19,0.0771,#c096b3,74.8234,22.7526,7.25,0.1015,#e1a7b0
33,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_scramble_A_00001_.png,S02_linocut_s1337_scramble_A_00001_.png,,,,1024,1760,71.2466,47.9378,63.42,0.1012,#e79e60,1.8705,0.3957,316.8,0.5137,#0a0605,0.9563,86.2596,8.5062,5,0.5766,84.0459,1.4637,0.4742,46.29,0.507,#070504,22.8888,46.3337,298.33,0.0149,#70290b,27.0044,44.9518,48.43,0.0696,#4c44a9,43.6829,84.5201,38.68,0.0586,#ce140e,73.6404,39.2203,91.31,0.0219,#c5af69,87.7233,3.6481,351.73,0.0222,#e2d9dd
34,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s1337_scramble_B_00001_.png,S02_linocut_s1337_scramble_B_00001_.png,,,,1024,1760,75.3781,9.2696,105.69,0.1495,#bab9a8,6.2777,1.818,37.84,0.1937,#10172a,0.8809,78.4925,5.382,6,0.3157,68.2823,5.2287,1.3907,16.68,0.1917,#151110,18.6245,35.6629,31.74,0.0357,#581514,42.2595,69.673,37.42,0.0272,#bc2e21,52.8767,14.1516,207.62,0.124,#6354d2,63.2707,56.3929,73.11,0.0406,#be8032,83.7211,15.3737,73.49,0.023,#e3ccb4
35,S02_linocut,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_baseline_00001_.png,S02_linocut_s4242145_baseline_00001_.png,,,,1024,1760,84.2123,12.9945,89.58,0.1443,#d5cebb,6.5397,2.7812,49.9,0.2726,#1a1513,0.8579,72.4971,5.3733,6,0.4301,63.694,5.5273,1.4521,51.12,0.2792,#161311,29.2582,38.521,34.77,0.0223,#53251a,38.9351,65.1461,36.69,0.0304,#a82c21,56.3786,42.6481,65.98,0.0408,#6350cd,67.5037,13.5852,225.11,0.151,#85a9b5,78.0244,28.3922,82.43,0.0241,#dbbf91
36,S02_linocut,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_Block_1_pos_00001_.png,S02_linocut_s4242145_Block_1_pos_00001_.png,,,,1024,1760,85.4766,12.0985,242.75,0.2322,#dcd5c8,6.1618,8.9805,292.93,0.1699,#111627,0.7847,85.2744,5.1492,6,0.3376,74.1369,4.4761,5.3586,288.89,0.1535,#101627,26.1711,35.2167,36.03,0.0272,#662a20,43.7778,79.4741,37.85,0.0296,#5152c1,51.184,34.6297,261.72,0.0766,#c92018,72.4299,58.347,84.97,0.0372,#d7ab41,89.7505,5.3373,93.65,0.1841,#c7ddeb
37,S02_linocut,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_Block_1_neg_00001_.png,S02_linocut_s4242145_Block_1_neg_00001_.png,,,,1024,1760,77.5955,17.8009,89.2,0.128,#ceba95,10.7895,4.4137,71.66,0.2271,#0f172a,0.8931,73.5425,8.442,6,0.3556,61.5249,10.2416,4.2963,72.53,0.2383,#0f172a,16.2479,27.9092,34.05,0.0388,#491c15,41.8708,65.8212,38.82,0.0232,#b53320,54.7754,14.1263,182.04,0.1173,#704ed2,60.3875,44.0336,74.06,0.0264,#b6884b,83.7841,22.4408,84.09,0.0172,#e1d4bb
38,S02_linocut,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_Block_6_pos_00001_.png,S02_linocut_s4242145_Block_6_pos_00001_.png,,,,1024,1760,25.3367,34.6585,84.47,0.0601,#473300,7.6593,13.1287,60.76,0.1042,#0f172a,0.75,28.2144,5.7956,2,0.2004,32.0541,6.0204,10.0251,60.84,0.0428,#201101,9.8295,15.6911,70.5,0.0968,#3c1f00,10.996,19.4615,58.52,0.1036,#594b00,12.8615,19.2359,82.13,0.0642,#6054d1,17.2475,27.9395,64.95,0.0538,#119c71,34.2348,42.0792,94.62,0.0012,#b2b4b8
